"archive","poc"
"Santa Barbara Museum of Natural History","Ed Sweeney"
"Gazel Lab, Department of Earth and Atmospheric Science, Cornell University, Ithaca, NY","egazel@cornell.edu"
"Cornell University","egazel@cornell.edu"
"NCSU","ehyland@ncsu.edu"
"LDEO - Einat Lev","einatlev@ldeo.columbia.edu or ruprecht@ldeo.columbia.edu"
"Catlos Research Group, Univeristy of Texas at Austin, Jackson School of Geosciences, Dept. of Geological Sciences, Austin, TX, USA","ejcatlos@jsg.utexas.edu"
"LSCE","elisabeth.michel@lsce.ipsl.fr"
"Cassel Lab UI","Elizabeth Cassel"
"University of Wisconsin-Madison","Elizabeth Ceperley"
"LDEO","Elizabeth Ferriss"
"Lamont-Doherty Earth Observatory (LDEO)","Elizabeth Ferriss"
NULL,"Elizabeth Herndon"
"Department of Geology, Kent State University, Kent, OH; eherndo1@kent.edu","Elizabeth Herndon; eherndo1@kent.edu"
"Virginia Tech Deprtment of Geosciences","elizabethrc@vt.edu"
"Denison University Department of Geosciences","Ellen Chamberlin"
"Universidad Nacional Autónoma de México (UNAM)","Elsa Arellano"
"School of Earth Sciences, University of Melbourne; Parkville, VIC, Australia","ematchan@unimelb.edu.au"
"Duke University","Emily Klein"
"Idaho State University","Emma McCorkle"
"Emma Aronson","emmaa@ucr.edu"
"University of Wisconsin- Madison","emnelson8@wisc.edu"
"Northern Illinois University","Engler"
"British Geological Survey","enquiries@bgs.ac.uk"
"Istituto di Astrofisica e Planetologia Spaziali IAPS INAF","enrico.bruschini@inaf.it"
"GEOPOLAR (ISNI:0000 0001 2297 4381)","ENTERS D curateur-edytem@univ-savoie.fr"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","ENTERS D curateur-edytem@univ-savoie.fr"
"Geological Survey of Alabama/State Oil and Gas Board of Alabama (GSA/OGB)","epatterson@ogb.state.al.us"
"CAROTHEQUE EPOC UNIVERSITE DE BORDEAUX","EPOC UNIVERSITE DE BORDEAUX xavier.crosta@u-bordeaux.fr"
NULL,"Eric James Ryan"
"Eric James Ryan","Eric James Ryan"
"Simon Fraser University","ericschmidtke@yahoo.com"
"Carnegie","Erik Hauri"
"Illinois Water Survey/Northwestern University","Erin Bauer/Neal Blair"
"MIT, Sam Bowring Lab","Erin Shea, eshea2@alaska.edu"
"Dartmouth College","erin.e.donaghy@dartmouth.edu"
NULL,"esolomn@u.washington.edu"
"Erik Sperling Lab Group","esper@stanford.edu"
"North Carolina State University","Ethan Hyland, ehyland@ncsu.edu"
"University of South Florida (USF)","Eugene Domack"
"University of Cincinnati","eva.enkelmann@uc.edu"
"University of Calgary","eva.enkelmann@ucalgary.ca"
"University of Calgary, Department of Geoscience","eva.enkelmann@ucalgary.ca"
NULL,"ExxonMobil Upstream Research Company"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","EYNAUD Frederique frederique.eynaud@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","EYNAUD Frédérique frederique.eynaud@u-bordeaux.fr"
NULL,"F. Macdonald"
"Goethe University Frankfurt","f.brenker@em.uni-frankfurt.de"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","F.EYNAUD frederique.eynaud@u-bordeaux.fr"
"Environnements, DYnamiques et TErritoires de la Montagne (EDYTEM)","Fabien Arnaud (ORCID:0000-0002-8706-9902) curateur-edytem@univ-smb.fr"
"Universit de Savoie, EDYTEM","fabien.arnaud@univ-savoie.fr"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","FANGET B curateur-edytem@univ-savoie.fr"
NULL,"Fanny Coutelot"
"Instituto Portugues do Mar e Atmosfera","Fatima Abrantes"
"Fanny Coutelot ","fcoutel@clemson.edu"
"Rutgers University","feigy@eps.rutgers.edu"
"Polytechnique Montreal","felix.gervais@polymtl.ca"
"Lamont Doherty Earth Observatory - Geochemistry","ferriss@ldeo.columbia.edu"
"LDEO - Elizabeth Ferriss","ferriss@ldeo.columbia.edu"
"WHOI","fhorton@whoi.edu"
"Grand Valley State University","Figen Mekik"
"University of New Mexico, Department of Earth and Planetary Sciences (UNM-EPS)","fischer@unm.edu"
"Tobias Fischer, University of New Mexico","fischer@unm.edu"
"Volcanology Lab - University of New Mexico","fischer@unm.edu"
"A78","Fission track lab in CUG (Wuhan)"
"CD574","Fission track lab in CUG (Wuhan)"
"CD575","Fission track lab in CUG (Wuhan)"
"CD583","Fission track lab in CUG (Wuhan)"
"CD578","Fission track lab in CUG (Wuhan)"
"CD582","Fission track lab in CUG (Wuhan)"
"CD577","Fission track lab in CUG (Wuhan)"
"CD581","Fission track lab in CUG (Wuhan)"
"CD576","Fission track lab in CUG (Wuhan)"
"CD580","Fission track lab in CUG (Wuhan)"
"CD579","Fission track lab in CUG (Wuhan)"
"Geological Survey of Spain (IGME)","fj.gonzalez@igme.es"
"Georgia State University Geosciences","fkaminer1@student.gsu.edu"
"WILHELM B (ORCID:0000-0002-0555-1915)","flavio.anselmetti@geo.unibe.ch"
NULL,"florias.mees@africamuseum.be"
"Florias Mees","florias.mees@africamuseum.be"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","FOUINAT L curateur-edytem@univ-savoie.fr"
"Texas A&M U.","Franco Marcantonio"
"LDEO","Frankie Pavia"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","Frédérique Eynaud frederic.eynaud@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","Frederique Eynaud frederique.eynaud@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","Frédérique EYNAUD frederique.eynaud@u-bordeaux.fr"
"University of Cincinnati Organic Geochemistry Lab","freimuej@mail.uc.edu"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","FROSSARD V curateur-edytem@univ-savoie.fr"
"CHRONO-ENVIRONNEMENT (ISNI:  0000 0001 2188 3779)","FROSSARD V null"
"Institute of Geology and Geophysics, Chinese Academy of Sciences","Fu-Yuan Wu"
"Antarctic Research Centre","Gavin Dunbar"
"University of Alberta (Ualberta)","gdpearso@ualberta.ca"
"University of Alberta (Ualberta)","gdpearson@ualberta.ca"
"University of Arkansas","gdumond@uark.edu"
"Universität Salzburg","Geiger, C. A."
"UNLV Department of Geoscience","Gene Smith"
"University of South Carolina (SC)","Gene Yogodzinski"
"University of South Carolina","Gene Yogodzinski"
"Alaska Volcano Observatory (AVO)","Gene Yogodzinski"
"Lamont-Doherty Earth Observatory (LDEO)","Gene Yogodzinski"
"Geological Survey of Finland, GTK","geodata@gtk.fi"
"Alaska Volcano Observatory","geodiva@avo.alaska.edu"
NULL,"Geological Survey of Western Australia"
"Arizona Geological Survey (AZGS)","geopass@azgs.az.gov"
"AMNH #100242","George Harlow"
"American Museum of Natural History --> Lamont Doherty Earth Observatory","George Harlow --> Elizabeth Ferriss"
"Axel Munnecke Personal Archive","GeoZentrum Nordbayern - Univeristat Erlangen"
"Axel Munnecke Personal Archive","GeoZentrum Nordbayern - Universitat Erlangen"
"University of Erlangen-Nuremberg, GeoZentrum Nordbayern","GeoZentrum Nordbayern - Universitat Erlangen"
"Lamont-Doherty Earth Observatory","Gerald Rustic"
"LDEO","Gerald Rustic"
"LDEO","Gerald T. Rustic"
"Oxford","Gideon Henderson"
"Univ. of Colorado","Gifford Miller"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","GIGUET-COVEX C (ORCID:0000-0002-5141-4815)"
"LSU PAST Laboratory Coral Collection","Gil Ouellette"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","GILLET Hervé herve.gillet@u-bordeaux.fr"
"Petroteca - dipartimento di Scienze della Terra - Pisa","Giovanni Musumeci"
"Petroteca - DST Pisa","Giovanni Musumeci"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","GIRAUDEAU Jacques j.giraudeau@epoc.u-bordeaux1.fr"
"LDEO","Gisela Winckler"
"University of California, Berkeley","gleesonm@berkeley.edu"
"Pontificia Universidad Católica de Chile, Santiago, Chile","Gloria Arancibia, garancibia@ing.puc.cl"
"https://nucleus.iaea.org/wiser/index.aspx","gnir@iaea.org"
"Fort Lewis College","gonzales_ds@fortlewis.edu"
"Universidad de Buenos Aires","gonzaloronda@gmail.com"
"Prof Brian Upton","Grant Institute, The King's Buildings, James Hutton Road, Edinburgh"
NULL,"Gray Bebout"
"University of Arkansas","gsharman@uark.edu"
NULL,"guang@uow.edu.au"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","GUEDRON S curateur-edytem@univ-savoie.fr"
"ISTERRE","GUEDRON S curateur-edytem@univ-savoie.fr"
"Northern Illinois University, DeKalb IL","Guillaume Girard, ggirard@niu.edu"
"Northern Illinois University, Department of Geology","Guillaume Girard, ggirard@niu.edu"
"Department of Environmental Science and Engineering","gzdedj@live.com"
"UCSB","hacker@geol.ucsb.edu"
"University of Illinois","Haley Cabaniss"
"Lamont-Doherty Earth Observatory (LDEO)","Hannah Rabinowitz"
"Lamont-Doherty Organic Geochemistry Lab","hannahr@ldeo.columbia.edu"
"JAMSTEC, Yokosuka, Japan","hanyut@jamstec.go.jp"
"UNCW EOS","haproffp@uncw.edu"
"RSES, ANU","Harri Kokkonen"
"USGS Virginia","Harry Dowsett"
"Memorial University of Newfoundland","Harunur Rashid"
NULL,"Harunur Rashid"
"Bedford Institute of Oceanography","Harunur Rashid"
NULL,"Harvard sample archieve"
"University of Minnesota","hblatchf@emich.edu"
"Lamont-Doherty Earth Observatory (LDEO)","Heather Savage"
"UC Santa Cruz","Heather Savage"
"ETH Zürich","Heather Stoll"
"University of Oviedo, Spain","Heather Stoll"
"Pennsyvalnia State University; State College, PA","hed5147@psu.edu"
"Uppsala University","henning.lorenz@geo.uu.se"
"Department of Geology, Kent State University, Kent, OH","Herndon (eherndo1@kent.edu)"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","Hervé GILLET herve.gillet@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","Hervé GILLET herve.gillet@u-bordeaux1.fr"
"CAROTHEQUE EPOC UNIVERSITE DE BORDEAUX","Hervé GILLET isabelle.billy@u-bordeaux.fr"
"British Antarctic Survey","hibl@bas.ac.uk"
"Texas A&M Department of Geology and Geophysics","Hiroko Kitajima"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","HOBLEA F curateur-edytem@univ-savoie.fr"
NULL,"Holden_Jim"
"University of Washington","hrcoth1@uw.edu"
"AZGS Document Repository, DGM-115","http://repository.azgs.az.gov/sites/default/files/dlio/files/nid1701/coronadetucson_azgs_dgm-115_final.pdf"
"AZGS Document Repository, DGM-121","http://repository.azgs.az.gov/sites/default/files/dlio/files/nid1739/middlecampmountain_dgm121_final.pdf"
"Alaska Geologic Materials Center","http://www.dggs.alaska.gov/gmc/"
"Geologic Materials Center, Anchorage AK","https://dggs.alaska.gov/gmc/"
NULL,"Huber_Julie/Holden_Jim"
NULL,"Huber_Julie/Murdock"
"Curtin University","Hugo Olierook"
"Arizona LaserChron Center; Tucson, AZ","ibanezm@arizona.edu"
"University of Rochester Isotope Geochemistry Lab","ibanezm@mit.edu"
"IUPUI/USGS","ibsz100@iupui.edu"
"IUPUI","ibsz100@iupui.edu"
"Boise State University","iglinfo@boisestate.edu"
"Boise State Univeristy","iglinfo@boisestate.edu"
"Boise State Universtiy","iglinfo@boisestate.edu"
"Boise State Univerisity","iglinfo@boisestate.edu"
NULL,"iglinfo@boisestate.edu"
"Boise  State University","iglinfo@boisestate.edu"
"Boise State University","IGLinfo@boisestate.edu"
"Boise State University","iglinfo@boisestate.eduOlympic Dam Region"
"Indiana Geological and Water Survey, Indiana University; Bloomington, IN","igsacm@indiana.edu"
"Stanford University","inessa@stanford.edu"
"University of Cologne","Institute of Geology and Mineralogy Zuelpicher Str. 49a 50674 Koeln"
"Scripps Institution of Oceanography (SIO), La Jolla, CA, 90237, USA","Institution Curator"
"University of California, San Diego, Scripps Institution of Oceanography, La Jolla, CA, 90237, USA","Institution Curator"
"Scripps Institution of Oceanography (SIO)","Institution Curator"
"Carlos J. Garrido","Instituto Andaluz de Ciencias de la Tierra"
"Carlos J. Garrido (carlos.garrido@csic.es), IACT, Av. Palmeras 4,18100 Armilla, Granada, Spain","Instituto Andaluz de Ciencias de la Tierra"
"Carlos J. Garrido (carlos.garrido@csic.es), IACT, Av. Palmeras 4,18100 Armilla, Granada, Spain","Instituto Andaluz de Ciencias de la Tierra.IACT, Av. Palmeras 4,18100 Armilla, Granada, Spain"
"University of Science and Technology of China(USTC)","IPE  of USTC"
"Polar Research Institute of China (PRIC)","IPE of USTC"
"University of Science and Technology of China(USTC)","IPE of USTC"
"University of Science and Technology of China(USTC)","IPE USTC"
"Institute for Rock Magnetism, University of Minnesota, Minneapolis MN","irm@umn.edu"
"University of Minnesota, Institute for Rock Magnetism (UMN-IRM)","irm@umn.edu"
"Die Milzener e.V.; Melaune 28, 02894 Vierkirchen","isabel.hohle@dainst.de"
"Instituto Português do Mar e da Atmosfera","Isabelle Gil"
"OLD SAC C-Block, IIT KANPUR","isen@iitk.ac.in"
"Chinese Academy of Geological Sciences, Institute of Geomechanics","It is a dark rock with granular and liminated blastic texture and liminated  structure. The rock contains hornblende,  biotite  and  a little plagioclase."
"Chinese Academy of Geological Sciences, Institute of Geomechanics","It is a grey-black rock  with coarse granular texture and massive structure. The rock contains microcline, quartz, muscovite, biotite and  Fe-Ti oxide."
"U. Bern","Ivan Hernandez Almeida"
"Institute of Experimental Mineralogy, Russian Academy of Sciences, Chernogolovka, Russia","ivanlab211@gmail.com"
"Lorraine university Archive","izart.alain@gmail.com"
"Burgundy university Archive","izart.alain@gmail.com"
"University of Birmingham","J. Bendle"
"University of Kansas, Department of Geology","J. Douglas Walker"
"California State University Los Angeles Geosciences Department","J. Garrison"
NULL,"J. Strauss"
"Pomona College","J.S. Lackey (JadeStar.Lackey@pomona.edu)"
"PGI-NRI","jacek.grabowski@pgi.gov.pl"
"The University of Adelaide, Department of Earth Sciences","jack.gillespie@adelaide.edu.au"
"University of Adelaide","jack.gillespie@adelaide.edu.au"
"University of Adelaide, Department of Earth Sciences","jack.gillespie@adelaide.edu.au"
"Dept. Earth and Climate Sciences, Tufts University, Medford, MA 02155","jack.ridge@tufts.edu"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","Jacques GIRAUDEAU jacques.giraudeau@u-bordeaux.fr"
"Pomona College, CA","Jade Star Lackey (JadeStar.Lackey@pomona.edu)"
"Pomona College Geology Dept, 185 East 6th Street, Claremont, CA 91711 USA","jadestar.lackey@pomona.edu"
"Pomona College Geology Department","jadestar.lackey@pomona.edu"
"Georgia Institute of Technology","Jake Leech"
"Georgia Institute of Technology","Jake Leetch"
"LDEO","James D Hays"
NULL,"James D. Hays"
"LDEO","James D. Hays"
"Lamont-Doherty Earth Observatory (LDEO)","James D. Hays"
"University of California, Santa Cruz (UCSC)","James Gill"
NULL,"James Griffith/Stephen Barker"
"Lamont-Doherty Earth Observatory (LDEO)","James Hays"
"Rutgers U","James Wright"
"Bureau of Economic Geology, Core Research Center, University of Texas","James.Donnelly@beg.utexas.edu"
"Denver Museum of Nature and Science","james.hagadorn@dmns.org"
"University of Rhode Island, Graduate School of Oceanography (URI-GSO)","jandrys@uri.edu"
"Cardiff University","jansenmn@cardiff.ac.uk"
"Geological Survey of Newfoundland and Labrador","jaredbutler@gov.nl.ca"
"Rice U.","Jason Francis"
NULL,"Jason Price"
"Texas A&M, some at MemU","jasonsylvan@tamu.edu"
"Texas A&M, frozen","jasonsylvan@tamu.edu"
"Texas A&M frozen, some at MemU","jasonsylvan@tamu.edu"
"Texas A&M frozen","jasonsylvan@tamu.edu"
"Texas A&M","jasonsylvan@tamu.edu"
"University of Georgia, Department of Geology, Clay Lab; Athens, GA","jaycaustin@live.com"
"University of Georgia, Geology Department, Clay Lab; Athens, GA","jaycaustin@live.com"
"University of Georgia, Geology Department, Clay Lab, Athens, GA","jaycaustin@live.com"
"Woods Hole Oceanographic Institution (WHOI)","jbroda@whoi.edu"
"Bowling Green State University","jcstref@bgsu.edu"
"University of Texas at Austin","jdbarnes@jsg.utexas.edu"
"The University of Texas at Austin","jdbarnes@jsg.utexas.edu"
"Northern Illinois University Geology Department","jdodd@niu.edu"
"Coastal Systems Group; Woods Hole Oceanographic Institution","jdonnelly@whoi.edu"
"University of Kansas (KU)","jdwalker@ku.edu"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","Jean-Luc Schneider jean-luc.schneider@u-bordeaux.fr"
"Litoteque de Institut Universitaire Européen de la Mer, 29280 Plouzané France","jean-pierre.oldra@univ-brest.fr"
"Georgia Institute of Technology","Jean Lynch-Stieglitz"
"Georgia Tech","Jean Lynch-Stieglitz"
"Middlebury College","Jeff Munroe, Dept. of Earth & Climate Sciences"
"Middlebury College","Jeff Munroe, Dept. of Geology"
"Harvard University","Jen Middleton"
"Texas A&M","Jennifer Hertzberg"
"U. Connecticut","Jennifer Hertzberg"
"Texas A&M University, Department of Oceanography","Jennifer Hertzberg"
"Harvard University (Harvard)","Jennifer Middleton"
"LDEO","Jennifer Middleton"
"UC Davis","Jennifer Middleton"
"Michigan Geological Repository for Research and Education","Jennifer.L.Trout@wmich.edu"
"CHRONO-ENVIRONNEMENT","JENNY JP (ORCID:0000-0002-2740-174X)"
"INRA CARRTEL (ISNI:0000 0001 2176 1085)","JENNY JP (ORCID:0000-0002-2740-174X)"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","JENNY JP (ORCID:0000-0002-2740-174X)"
"MBARI","Jenny Paduan"
"Bureau de Recherches Géologique et Minière, Orléans","Jérémie Melleton"
"LDEO","Jerry McManus"
"Lamont-Doherty Earth Observatory (LDEO)","Jerry McManus"
"Lamont-Doherty Earth Observatory","Jerry McManus"
"U Arizona","Jess Tierney"
"Woods Hole Oceanographic Institution (WHOI)","Jessica Tierney"
"University of Arizona","Jessica Tierney"
NULL,"jharden@usgs.gov"
"Department of Geology, Pomona College","jharris@pomona.edu"
"Missouri S&T","jhogan@mst.edu"
"China University of Geosciences, Wuhan","Jiang-Hai Yang"
"Tufts University","jill.vantongeren@tufts.edu"
"Tufts University, Boston, MA","Jill.Vantongeren@tufts.edu"
"Jim Walker","Jim Walker"
"Rutgers U.","Jim Wright"
"Boise State University","jimcrowley@boisestate.edu"
"Australian National University","Jimin Yu"
"The Australian National University","Jimin Yu"
NULL,"Jimin Yu"
"Australia National University","Jimin Yu"
"LDEO","Jingzhi (Amanda) Liang"
"Memorial U","jjamieson@mun.ca"
"Memorial University","jjamieson@mun.ca"
"Memorial University of Newfoundland, St. John’s, NL, Canada","jjamieson@mun.ca"
"University of Hawaii-Manoa","jkonter@hawaii.edu"
"CSIC, GEO3BCN","jlfernandez@geo3bcn.csic.es"
"Instituto de Ciencias de la Tierra Jaume Almera","jlfernandez@ictja.csic.es"
"Missississippi Embayment Research Center","jlpckrng@memphis.edu"
"George Mason University","jnord@gmu.edu"
"Cambridge","Joanna Kerr"
"IODP Gulf Coast Repository/University of Sydney","jody.webster@sydney.edu.au"
"LDEO","Joe Morley"
"College of Charleston (CofC)","John Chadwick"
"University of Delaware","John F Wehmiller"
"Pennsylvania State University, Department of Geosciences","John Leeman"
"University of Erlangen-Nuremberg","John O’Connor"
"Colorado State University","John Singleton"
"University of Hawaii SOEST","John Sinton"
"University of Hawai‘i SOEST","John Sinton"
"Vanderbilt University, Department of Earth and Environmental Sciences","john.c.ayers@vanderbilt.edu"
"Department of Soil, Water and Environmental Science, University of Arizona","Jon Chorover"
"Department of Environmental Science, University of Arizona","Jon Chorover"
"Jet Propulsion Laboratory","Jon Zaloumis"
"LDEO","Jonathan E. Nichols"
"Lamont-Doherty Earth Observatory","Jonathan E. Nichols"
"Lamont-Doherty Earth Observatory","Jonathan Nichols"
"Lamont-Doherty Core Repository at Columbia University (LDCR)","Jonathan Nichols, jnichols@ldeo.columbia.edu"
NULL,"Jonathan Warnock"
"University of Toronto","jonathan.umbsaar@mail.utoronto.ca"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","JONES M curateur-edytem@univ-savoie.fr"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","JONES Matt curateur-edytem@univ-savoie.fr"
"U.S. Geological Survey (USGS)","Joseph Wooden"
"Oak Ridge National Lab - Terrestrial Ecosystem Science SFA","Joshua Birkebak"
"Oak Ridge National Lab - TES SFA","Joshua Birkebak"
"Oak Ridge National Lab -  Terrestrial Ecosystem Science SFA","Joshua Birkebak"
"Oak Ridge National Lab - TES SFA Archive","Joshua Birkebak"
"Oak Ridge National Lab - Currently Missing","Joshua Birkebak"
"Dept of Geosciences, Penn State","Joshua Garber"
"BAKKE J (ORCID:0000-0001-6114-0400)","Jostein.Bakke@geo.uib.no"
NULL,"jreimink@psu.edu"
"Jesse Reimink Research","jreimink@psu.edu"
"Colorado School of Mines","jshirey1@mines.edu"
"California Institute of Technology","jstock@caltech.edu"
"Unidad Académica de Sistemas Arrecifales del ICML, UNAM","Juan Pablo Carricart-Ganivet"
"ISTO-CNRS","juan.andujar@cnrs-orleans.fr"
"LDEO","Julia Gottschalk"
"University of Texas at Dallas (UT Dallas)","Julia Ribeiro; juliairibeiro@utdallas.edu"
"University of Vermont","julia.perdrial@uvm.edu"
"University of Vermont","Julia.Perdrial@uvm.edu"
"Dartmouth College","Justin Strauss"
"Dartmouth College","justin.v.strauss@dartmouth.edu"
